"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country","PromoCode"
"539500","71053","WHITE METAL LANTERN","7","2010-12-09 12:53:00","3.54","14606.0","Spain",""
"539501","47566","PARTY BUNTING","6","2011-01-08 16:50:00","5.05","12583.0","Australia",""
"539502","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","5","2010-12-23 14:33:00","3.78","13777.0","Netherlands","BULK5"
"539502","85099B","JUMBO BAG RED RETROSPOT","3","2010-12-23 14:33:00","1.82","13777.0","Netherlands",""
"539502","22632","HAND WARMER RED POLKA DOT","10","2010-12-23 14:33:00","1.87","13777.0","Netherlands",""
"539503","21730","GLASS STAR FROSTED T-LIGHT HOLDER","3","2011-01-26 11:12:00","4.72","15311.0","EIRE",""
"539503","22632","HAND WARMER RED POLKA DOT","10","2011-01-26 11:12:00","2.34","15311.0","EIRE",""
"539503","85123A","WHITE HANGING HEART T-LIGHT HOLDER","1","2011-01-26 11:12:00","2.94","15311.0","EIRE",""
"539504","85099B","JUMBO BAG RED RETROSPOT","11","2010-12-31 14:43:00","1.6","15291.0","EIRE","NEWCUST"
"539505","20685","DOORMAT RED RETROSPOT","3","2011-01-30 11:11:00","7.02","15311.0","Australia",""
"539505","20685","DOORMAT RED RETROSPOT","11","2011-01-30 11:11:00","7.1","15311.0","Australia","BULK5"
"539505","47566","PARTY BUNTING","10","2011-01-30 11:11:00","5.07","15311.0","Australia","BULK5"
"539506","22752","SET 7 BABUSHKA NESTING BOXES","6","2010-12-16 12:46:00","8.12","17850.0","Germany","NEWCUST"
"539506","22752","SET 7 BABUSHKA NESTING BOXES","1","2010-12-16 12:46:00","7.61","17850.0","Germany",""
"539506","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","1","2010-12-16 12:46:00","3.7","17850.0","Germany",""
"539507","47566","PARTY BUNTING","1","2010-12-12 10:53:00","4.88","17850.0","United Kingdom",""
"539507","22633","HAND WARMER UNION JACK","4","2010-12-12 10:53:00","2.04","17850.0","United Kingdom","NEWCUST"
"539508","84029E","RED WOOLLY HOTTIE WHITE HEART","5","2010-12-24 08:48:00","3.73","17809.0","Netherlands",""
"539508","21730","GLASS STAR FROSTED T-LIGHT HOLDER","3","2010-12-24 08:48:00","4.25","17809.0","Netherlands",""
"539508","85123A","WHITE HANGING HEART T-LIGHT HOLDER","11","2010-12-24 08:48:00","2.57","17809.0","Netherlands",""
"539508","47566","PARTY BUNTING","10","2010-12-24 08:48:00","5.05","17809.0","Netherlands","NEWCUST"
"539509","47566","PARTY BUNTING","10","2010-12-03 10:38:00","4.91","15291.0","EIRE",""
"539509","20685","DOORMAT RED RETROSPOT","3","2010-12-03 10:38:00","7.36","15291.0","EIRE","BULK5"
"539509","22632","HAND WARMER RED POLKA DOT","1","2010-12-03 10:38:00","1.85","15291.0","EIRE","BULK5"
"539510","20685","DOORMAT RED RETROSPOT","2","2011-01-15 08:05:00","7.22","14606.0","Belgium",""
"539510","84406B","CREAM CUPID HEARTS COAT HANGER","9","2011-01-15 08:05:00","3.02","14606.0","Belgium","BULK5"
"539511","85099B","JUMBO BAG RED RETROSPOT","6","2011-01-04 09:50:00","2.11","17850.0","EIRE",""
"539511","85123A","WHITE HANGING HEART T-LIGHT HOLDER","8","2011-01-04 09:50:00","2.78","17850.0","EIRE",""
"539511","21730","GLASS STAR FROSTED T-LIGHT HOLDER","2","2011-01-04 09:50:00","4.62","17850.0","EIRE","BULK5"
"539511","85099B","JUMBO BAG RED RETROSPOT","1","2011-01-04 09:50:00","1.87","17850.0","EIRE",""
"539512","20685","DOORMAT RED RETROSPOT","10","2010-12-08 15:27:00","7.08","17850.0","United Kingdom","SUMMER10"
"539512","20685","DOORMAT RED RETROSPOT","10","2010-12-08 15:27:00","7.35","17850.0","United Kingdom","NEWCUST"
"539512","85123A","WHITE HANGING HEART T-LIGHT HOLDER","8","2010-12-08 15:27:00","2.54","17850.0","United Kingdom",""
"539513","85099B","JUMBO BAG RED RETROSPOT","9","2011-01-16 08:52:00","2.03","16029.0","United Kingdom",""
"539513","84406B","CREAM CUPID HEARTS COAT HANGER","6","2011-01-16 08:52:00","3.17","16029.0","United Kingdom",""
"539513","84029E","RED WOOLLY HOTTIE WHITE HEART","7","2011-01-16 08:52:00","3.41","16029.0","United Kingdom","NEWCUST"
"539513","22632","HAND WARMER RED POLKA DOT","10","2011-01-16 08:52:00","2.35","16029.0","United Kingdom",""
"539514","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","5","2011-01-24 12:54:00","3.36","12583.0","Belgium",""
"539514","47566","PARTY BUNTING","10","2011-01-24 12:54:00","5.21","12583.0","Belgium","BULK5"
"539514","22752","SET 7 BABUSHKA NESTING BOXES","6","2011-01-24 12:54:00","7.73","12583.0","Belgium",""
"539514","47566","PARTY BUNTING","6","2011-01-24 12:54:00","5.37","12583.0","Belgium",""
"539515","84406B","CREAM CUPID HEARTS COAT HANGER","12","2011-01-16 15:08:00","3.1","14096.0","Germany",""
"539515","85123A","WHITE HANGING HEART T-LIGHT HOLDER","3","2011-01-16 15:08:00","2.93","14096.0","Germany",""
"539516","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","11","2010-12-13 14:57:00","3.79","13777.0","Netherlands",""
"539516","47566","PARTY BUNTING","10","2010-12-13 14:57:00","5.04","13777.0","Netherlands","BULK5"
"539516","84029E","RED WOOLLY HOTTIE WHITE HEART","12","2010-12-13 14:57:00","3.52","13777.0","Netherlands",""
"539516","47566","PARTY BUNTING","7","2010-12-13 14:57:00","5.15","13777.0","Netherlands","NEWCUST"
"539517","21730","GLASS STAR FROSTED T-LIGHT HOLDER","10","2010-12-06 15:14:00","4.58","14096.0","EIRE",""
"539518","22632","HAND WARMER RED POLKA DOT","8","2010-12-21 14:48:00","2.2","15311.0","United Kingdom","NEWCUST"
"539518","84406B","CREAM CUPID HEARTS COAT HANGER","10","2010-12-21 14:48:00","3.23","15311.0","United Kingdom","BULK5"
"539518","47566","PARTY BUNTING","12","2010-12-21 14:48:00","5.31","15311.0","United Kingdom","SUMMER10"
"539519","71053","WHITE METAL LANTERN","3","2010-12-06 11:02:00","3.75","13047.0","EIRE",""
"539519","22752","SET 7 BABUSHKA NESTING BOXES","6","2010-12-06 11:02:00","8.1","13047.0","EIRE","SUMMER10"
"539519","71053","WHITE METAL LANTERN","8","2010-12-06 11:02:00","3.67","13047.0","EIRE",""
"539520","85099B","JUMBO BAG RED RETROSPOT","5","2011-01-22 14:26:00","1.6","17809.0","France",""
"539520","84029E","RED WOOLLY HOTTIE WHITE HEART","3","2011-01-22 14:26:00","3.65","17809.0","France","NEWCUST"
"539521","22632","HAND WARMER RED POLKA DOT","6","2011-01-10 08:25:00","2.08","14606.0","Belgium","NEWCUST"
"539522","47566","PARTY BUNTING","6","2011-01-28 12:40:00","5.21","15311.0","Spain",""
"539522","47566","PARTY BUNTING","6","2011-01-28 12:40:00","5.16","15311.0","Spain","BULK5"
"539522","85099B","JUMBO BAG RED RETROSPOT","4","2011-01-28 12:40:00","1.64","15311.0","Spain",""
"539522","22633","HAND WARMER UNION JACK","2","2011-01-28 12:40:00","1.81","15311.0","Spain",""
"539523","85123A","WHITE HANGING HEART T-LIGHT HOLDER","9","2010-12-31 10:53:00","2.85","13777.0","France",""
"539523","85099B","JUMBO BAG RED RETROSPOT","10","2010-12-31 10:53:00","2.04","13777.0","France",""
"539523","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","6","2010-12-31 10:53:00","3.88","13777.0","France","BULK5"
"539523","22632","HAND WARMER RED POLKA DOT","2","2010-12-31 10:53:00","1.76","13777.0","France",""
"539524","21730","GLASS STAR FROSTED T-LIGHT HOLDER","5","2011-01-05 09:55:00","4.22","12583.0","Germany","BULK5"
"539524","20685","DOORMAT RED RETROSPOT","1","2011-01-05 09:55:00","7.32","12583.0","Germany","NEWCUST"
"539524","21730","GLASS STAR FROSTED T-LIGHT HOLDER","4","2011-01-05 09:55:00","4.67","12583.0","Germany","NEWCUST"
"539524","22752","SET 7 BABUSHKA NESTING BOXES","9","2011-01-05 09:55:00","8.13","12583.0","Germany","NEWCUST"
"539525","71053","WHITE METAL LANTERN","7","2010-12-10 13:39:00","3.3","13047.0","France","BULK5"
"539525","47566","PARTY BUNTING","10","2010-12-10 13:39:00","5.41","13047.0","France",""
"539525","47566","PARTY BUNTING","11","2010-12-10 13:39:00","5.18","13047.0","France",""
"539525","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2010-12-10 13:39:00","2.84","13047.0","France","SUMMER10"
"539526","84029E","RED WOOLLY HOTTIE WHITE HEART","2","2011-01-16 15:56:00","3.66","17809.0","France","BULK5"
"539526","47566","PARTY BUNTING","2","2011-01-16 15:56:00","5.04","17809.0","France",""
"539526","84029E","RED WOOLLY HOTTIE WHITE HEART","11","2011-01-16 15:56:00","3.55","17809.0","France",""
"539527","84406B","CREAM CUPID HEARTS COAT HANGER","8","2010-12-30 13:35:00","2.77","15291.0","Australia","NEWCUST"
"539528","85123A","WHITE HANGING HEART T-LIGHT HOLDER","1","2010-12-12 14:07:00","2.56","15311.0","France",""
"539528","85123A","WHITE HANGING HEART T-LIGHT HOLDER","4","2010-12-12 14:07:00","2.52","15311.0","France",""
"539528","84029E","RED WOOLLY HOTTIE WHITE HEART","12","2010-12-12 14:07:00","3.38","15311.0","France",""
"539528","20685","DOORMAT RED RETROSPOT","2","2010-12-12 14:07:00","7.01","15311.0","France","SUMMER10"
"539529","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2011-01-18 08:49:00","2.57","16029.0","United Kingdom",""
"539530","20685","DOORMAT RED RETROSPOT","10","2011-01-19 15:08:00","7.09","13047.0","Belgium",""
"539531","22633","HAND WARMER UNION JACK","5","2011-01-11 16:15:00","2.0","12583.0","France","BULK5"
"539531","84406B","CREAM CUPID HEARTS COAT HANGER","1","2011-01-11 16:15:00","2.93","12583.0","France",""
"539532","22752","SET 7 BABUSHKA NESTING BOXES","12","2011-01-01 09:30:00","7.83","16029.0","Germany","BULK5"
"539532","22632","HAND WARMER RED POLKA DOT","4","2011-01-01 09:30:00","2.01","16029.0","Germany",""
"539533","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","12","2011-01-29 14:25:00","3.56","17809.0","Australia","BULK5"
"539533","20685","DOORMAT RED RETROSPOT","8","2011-01-29 14:25:00","7.1","17809.0","Australia","BULK5"
"539533","22752","SET 7 BABUSHKA NESTING BOXES","5","2011-01-29 14:25:00","8.1","17809.0","Australia","BULK5"
"539533","20685","DOORMAT RED RETROSPOT","5","2011-01-29 14:25:00","7.0","17809.0","Australia",""
"539534","22632","HAND WARMER RED POLKA DOT","11","2011-01-15 09:00:00","1.95","16029.0","Netherlands","NEWCUST"
"539535","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","6","2011-01-23 13:23:00","3.85","17809.0","Germany","NEWCUST"
"539535","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","6","2011-01-23 13:23:00","3.7","17809.0","Germany",""
"539535","84406B","CREAM CUPID HEARTS COAT HANGER","1","2011-01-23 13:23:00","2.93","17809.0","Germany",""
"539535","22633","HAND WARMER UNION JACK","10","2011-01-23 13:23:00","2.06","17809.0","Germany",""
"539536","20685","DOORMAT RED RETROSPOT","9","2011-01-21 15:21:00","7.45","12583.0","Spain","NEWCUST"
"539536","85099B","JUMBO BAG RED RETROSPOT","7","2011-01-21 15:21:00","2.02","12583.0","Spain","NEWCUST"
"539536","84406B","CREAM CUPID HEARTS COAT HANGER","4","2011-01-21 15:21:00","2.83","12583.0","Spain",""
"539536","21730","GLASS STAR FROSTED T-LIGHT HOLDER","3","2011-01-21 15:21:00","4.75","12583.0","Spain",""
"539537","22633","HAND WARMER UNION JACK","1","2011-01-19 16:44:00","1.96","13047.0","Belgium","SUMMER10"
"539537","22632","HAND WARMER RED POLKA DOT","2","2011-01-19 16:44:00","1.79","13047.0","Belgium","SUMMER10"
"539537","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","5","2011-01-19 16:44:00","3.76","13047.0","Belgium",""
"539537","84029E","RED WOOLLY HOTTIE WHITE HEART","3","2011-01-19 16:44:00","3.64","13047.0","Belgium",""
"539538","85099B","JUMBO BAG RED RETROSPOT","9","2010-12-10 09:32:00","1.74","13047.0","EIRE",""
"539538","84406B","CREAM CUPID HEARTS COAT HANGER","2","2010-12-10 09:32:00","3.09","13047.0","EIRE",""
"539538","84029E","RED WOOLLY HOTTIE WHITE HEART","3","2010-12-10 09:32:00","3.32","13047.0","EIRE","SUMMER10"
"539539","85099B","JUMBO BAG RED RETROSPOT","9","2011-01-04 15:43:00","1.78","16029.0","United Kingdom",""
"539540","47566","PARTY BUNTING","6","2011-01-21 08:39:00","5.12","15291.0","France",""
"539540","85099B","JUMBO BAG RED RETROSPOT","2","2011-01-21 08:39:00","2.02","15291.0","France",""
"539540","85123A","WHITE HANGING HEART T-LIGHT HOLDER","2","2011-01-21 08:39:00","2.97","15291.0","France","BULK5"
"539540","22752","SET 7 BABUSHKA NESTING BOXES","4","2011-01-21 08:39:00","8.09","15291.0","France",""
"539541","20685","DOORMAT RED RETROSPOT","4","2011-01-07 15:52:00","7.34","14096.0","Australia","SUMMER10"
"539541","21730","GLASS STAR FROSTED T-LIGHT HOLDER","5","2011-01-07 15:52:00","4.44","14096.0","Australia",""
"539541","20685","DOORMAT RED RETROSPOT","10","2011-01-07 15:52:00","6.99","14096.0","Australia",""
"539542","84406B","CREAM CUPID HEARTS COAT HANGER","10","2010-12-16 13:02:00","2.72","12583.0","France","NEWCUST"
"539542","47566","PARTY BUNTING","4","2010-12-16 13:02:00","5.24","12583.0","France","SUMMER10"
"539542","84406B","CREAM CUPID HEARTS COAT HANGER","4","2010-12-16 13:02:00","3.0","12583.0","France","NEWCUST"
"539543","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","2","2010-12-28 15:15:00","3.31","16029.0","Spain","SUMMER10"
"539544","85099B","JUMBO BAG RED RETROSPOT","11","2010-12-06 13:37:00","1.71","12583.0","Belgium",""
"539545","47566","PARTY BUNTING","6","2010-12-28 09:41:00","5.08","15291.0","Netherlands",""
"539546","84029E","RED WOOLLY HOTTIE WHITE HEART","9","2010-12-07 14:02:00","3.67","17809.0","Belgium",""
"539546","71053","WHITE METAL LANTERN","3","2010-12-07 14:02:00","3.66","17809.0","Belgium",""
"539547","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","6","2010-12-12 09:06:00","3.87","15291.0","France","SUMMER10"
"539547","85099B","JUMBO BAG RED RETROSPOT","7","2010-12-12 09:06:00","1.61","15291.0","France",""
"539547","22752","SET 7 BABUSHKA NESTING BOXES","8","2010-12-12 09:06:00","7.56","15291.0","France",""
"539548","22633","HAND WARMER UNION JACK","9","2010-12-11 16:16:00","1.87","16029.0","France","SUMMER10"
"539548","71053","WHITE METAL LANTERN","7","2010-12-11 16:16:00","3.85","16029.0","France","BULK5"
"539548","47566","PARTY BUNTING","11","2010-12-11 16:16:00","5.36","16029.0","France","BULK5"
"539549","84406B","CREAM CUPID HEARTS COAT HANGER","7","2011-01-06 08:29:00","3.24","17809.0","Germany","NEWCUST"
"539549","85099B","JUMBO BAG RED RETROSPOT","12","2011-01-06 08:29:00","2.14","17809.0","Germany","NEWCUST"
"539549","20685","DOORMAT RED RETROSPOT","8","2011-01-06 08:29:00","7.02","17809.0","Germany","BULK5"
"539549","85099B","JUMBO BAG RED RETROSPOT","6","2011-01-06 08:29:00","1.78","17809.0","Germany",""
"539550","71053","WHITE METAL LANTERN","7","2011-01-28 16:55:00","3.51","13777.0","Netherlands",""
"539550","84029E","RED WOOLLY HOTTIE WHITE HEART","6","2011-01-28 16:55:00","3.77","13777.0","Netherlands",""
"539550","85123A","WHITE HANGING HEART T-LIGHT HOLDER","3","2011-01-28 16:55:00","2.75","13777.0","Netherlands","BULK5"
"539550","84029E","RED WOOLLY HOTTIE WHITE HEART","1","2011-01-28 16:55:00","3.73","13777.0","Netherlands","NEWCUST"
"539551","20685","DOORMAT RED RETROSPOT","8","2010-12-06 10:12:00","7.01","17850.0","Germany",""
"539551","21730","GLASS STAR FROSTED T-LIGHT HOLDER","10","2010-12-06 10:12:00","4.55","17850.0","Germany",""
"539552","84406B","CREAM CUPID HEARTS COAT HANGER","11","2010-12-11 14:21:00","3.03","13777.0","Netherlands",""
"539553","84029E","RED WOOLLY HOTTIE WHITE HEART","4","2010-12-23 10:47:00","3.63","14096.0","EIRE",""
"539554","84029E","RED WOOLLY HOTTIE WHITE HEART","12","2011-01-11 16:41:00","3.3","14096.0","Netherlands","SUMMER10"
"539554","21730","GLASS STAR FROSTED T-LIGHT HOLDER","12","2011-01-11 16:41:00","4.63","14096.0","Netherlands",""
"539555","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","6","2010-12-22 16:16:00","3.63","13047.0","Belgium","NEWCUST"
"539555","85099B","JUMBO BAG RED RETROSPOT","2","2010-12-22 16:16:00","1.73","13047.0","Belgium",""
"539555","71053","WHITE METAL LANTERN","11","2010-12-22 16:16:00","3.59","13047.0","Belgium",""
"539556","20685","DOORMAT RED RETROSPOT","12","2011-01-28 14:50:00","7.5","15311.0","Spain",""
"539556","20685","DOORMAT RED RETROSPOT","11","2011-01-28 14:50:00","7.31","15311.0","Spain","SUMMER10"
"539557","71053","WHITE METAL LANTERN","12","2010-12-11 15:31:00","3.38","12583.0","Belgium","SUMMER10"
"539557","84406B","CREAM CUPID HEARTS COAT HANGER","1","2010-12-11 15:31:00","3.04","12583.0","Belgium",""
"539557","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","12","2010-12-11 15:31:00","3.37","12583.0","Belgium","SUMMER10"
"539557","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2010-12-11 15:31:00","2.71","12583.0","Belgium","NEWCUST"
"539558","84029E","RED WOOLLY HOTTIE WHITE HEART","6","2010-12-07 14:55:00","3.45","13777.0","Germany","SUMMER10"
"539559","20685","DOORMAT RED RETROSPOT","9","2010-12-05 15:13:00","7.37","17809.0","France","SUMMER10"
"539560","84406B","CREAM CUPID HEARTS COAT HANGER","8","2011-01-12 10:51:00","3.24","17850.0","Netherlands","BULK5"
"539560","85099B","JUMBO BAG RED RETROSPOT","2","2011-01-12 10:51:00","1.62","17850.0","Netherlands",""
"539560","22752","SET 7 BABUSHKA NESTING BOXES","3","2011-01-12 10:51:00","7.7","17850.0","Netherlands",""
"539560","20685","DOORMAT RED RETROSPOT","12","2011-01-12 10:51:00","7.34","17850.0","Netherlands","NEWCUST"
"539561","84406B","CREAM CUPID HEARTS COAT HANGER","5","2010-12-04 08:14:00","2.69","12583.0","France","SUMMER10"
"539561","22633","HAND WARMER UNION JACK","3","2010-12-04 08:14:00","2.16","12583.0","France",""
"539562","20685","DOORMAT RED RETROSPOT","12","2011-01-03 15:35:00","7.57","13047.0","France",""
"539563","47566","PARTY BUNTING","5","2010-12-01 10:01:00","5.04","13777.0","France",""
"539563","84029E","RED WOOLLY HOTTIE WHITE HEART","12","2010-12-01 10:01:00","3.54","13777.0","France",""
"539563","47566","PARTY BUNTING","1","2010-12-01 10:01:00","5.31","13777.0","France",""
"539564","84406B","CREAM CUPID HEARTS COAT HANGER","1","2011-01-13 14:35:00","2.92","13047.0","EIRE",""
"539564","22752","SET 7 BABUSHKA NESTING BOXES","3","2011-01-13 14:35:00","8.03","13047.0","EIRE",""
"539565","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","5","2010-12-26 09:52:00","3.79","17850.0","France",""
"539565","47566","PARTY BUNTING","3","2010-12-26 09:52:00","5.27","17850.0","France","SUMMER10"
"539566","22752","SET 7 BABUSHKA NESTING BOXES","1","2010-12-30 12:51:00","7.65","16029.0","EIRE",""
"539566","22752","SET 7 BABUSHKA NESTING BOXES","4","2010-12-30 12:51:00","7.61","16029.0","EIRE",""
"539567","21730","GLASS STAR FROSTED T-LIGHT HOLDER","12","2010-12-31 16:40:00","4.53","16029.0","Spain",""
"539567","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","10","2010-12-31 16:40:00","3.35","16029.0","Spain","BULK5"
"539567","21730","GLASS STAR FROSTED T-LIGHT HOLDER","2","2010-12-31 16:40:00","4.32","16029.0","Spain",""
"539567","85123A","WHITE HANGING HEART T-LIGHT HOLDER","10","2010-12-31 16:40:00","2.55","16029.0","Spain",""
"539568","84406B","CREAM CUPID HEARTS COAT HANGER","10","2011-01-27 13:04:00","2.71","14606.0","EIRE",""
"539569","21730","GLASS STAR FROSTED T-LIGHT HOLDER","4","2011-01-08 13:11:00","4.38","17850.0","Australia","NEWCUST"
"539569","84406B","CREAM CUPID HEARTS COAT HANGER","8","2011-01-08 13:11:00","2.81","17850.0","Australia","BULK5"
"539569","22752","SET 7 BABUSHKA NESTING BOXES","9","2011-01-08 13:11:00","7.74","17850.0","Australia",""
"539570","47566","PARTY BUNTING","9","2010-12-02 10:37:00","5.4","17809.0","EIRE","NEWCUST"
"539570","85099B","JUMBO BAG RED RETROSPOT","6","2010-12-02 10:37:00","1.75","17809.0","EIRE",""
"539570","85123A","WHITE HANGING HEART T-LIGHT HOLDER","11","2010-12-02 10:37:00","2.77","17809.0","EIRE","NEWCUST"
"539570","22633","HAND WARMER UNION JACK","5","2010-12-02 10:37:00","2.02","17809.0","EIRE",""
"539571","84029E","RED WOOLLY HOTTIE WHITE HEART","4","2010-12-14 16:56:00","3.39","15291.0","Belgium",""
"539571","22633","HAND WARMER UNION JACK","11","2010-12-14 16:56:00","2.23","15291.0","Belgium","SUMMER10"
"539572","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","4","2010-12-17 11:32:00","3.51","15311.0","Spain",""
"539573","22632","HAND WARMER RED POLKA DOT","11","2011-01-13 12:27:00","2.21","14606.0","Spain","SUMMER10"
"539573","22633","HAND WARMER UNION JACK","5","2011-01-13 12:27:00","2.11","14606.0","Spain",""
"539573","85099B","JUMBO BAG RED RETROSPOT","6","2011-01-13 12:27:00","2.06","14606.0","Spain","BULK5"
"539573","47566","PARTY BUNTING","9","2011-01-13 12:27:00","4.85","14606.0","Spain","SUMMER10"
"539574","22633","HAND WARMER UNION JACK","11","2010-12-14 10:04:00","1.75","17809.0","Belgium","SUMMER10"
"539574","71053","WHITE METAL LANTERN","8","2010-12-14 10:04:00","3.76","17809.0","Belgium","NEWCUST"
"539574","22632","HAND WARMER RED POLKA DOT","7","2010-12-14 10:04:00","2.2","17809.0","Belgium","NEWCUST"
"539574","84029E","RED WOOLLY HOTTIE WHITE HEART","10","2010-12-14 10:04:00","3.79","17809.0","Belgium","NEWCUST"
"539575","85099B","JUMBO BAG RED RETROSPOT","9","2011-01-17 13:33:00","1.92","14096.0","Spain","NEWCUST"
"539575","84029E","RED WOOLLY HOTTIE WHITE HEART","10","2011-01-17 13:33:00","3.37","14096.0","Spain","NEWCUST"
"539575","84029E","RED WOOLLY HOTTIE WHITE HEART","8","2011-01-17 13:33:00","3.51","14096.0","Spain",""
"539575","22633","HAND WARMER UNION JACK","1","2011-01-17 13:33:00","2.32","14096.0","Spain","NEWCUST"
"539576","84029E","RED WOOLLY HOTTIE WHITE HEART","11","2011-01-19 10:25:00","3.42","16029.0","United Kingdom",""
"539576","47566","PARTY BUNTING","11","2011-01-19 10:25:00","4.87","16029.0","United Kingdom","NEWCUST"
"539576","22752","SET 7 BABUSHKA NESTING BOXES","9","2011-01-19 10:25:00","7.74","16029.0","United Kingdom",""
"539577","47566","PARTY BUNTING","6","2010-12-27 09:09:00","5.38","13047.0","Netherlands","SUMMER10"
"539577","71053","WHITE METAL LANTERN","8","2010-12-27 09:09:00","3.65","13047.0","Netherlands",""
"539578","84406B","CREAM CUPID HEARTS COAT HANGER","5","2010-12-13 15:02:00","3.17","14606.0","EIRE","SUMMER10"
"539578","22752","SET 7 BABUSHKA NESTING BOXES","3","2010-12-13 15:02:00","7.85","14606.0","EIRE","BULK5"
"539578","22752","SET 7 BABUSHKA NESTING BOXES","10","2010-12-13 15:02:00","7.8","14606.0","EIRE","BULK5"
"539579","22633","HAND WARMER UNION JACK","5","2011-01-28 11:54:00","1.82","17850.0","United Kingdom","BULK5"
"539579","22633","HAND WARMER UNION JACK","2","2011-01-28 11:54:00","1.9","17850.0","United Kingdom",""
"539580","84406B","CREAM CUPID HEARTS COAT HANGER","12","2010-12-02 14:00:00","3.17","15291.0","Australia","SUMMER10"
"539580","71053","WHITE METAL LANTERN","6","2010-12-02 14:00:00","3.63","15291.0","Australia",""
"539580","84406B","CREAM CUPID HEARTS COAT HANGER","11","2010-12-02 14:00:00","2.96","15291.0","Australia",""
"539580","85123A","WHITE HANGING HEART T-LIGHT HOLDER","5","2010-12-02 14:00:00","2.72","15291.0","Australia",""
"539581","84406B","CREAM CUPID HEARTS COAT HANGER","12","2011-01-14 08:54:00","2.82","17850.0","France",""
"539581","85099B","JUMBO BAG RED RETROSPOT","12","2011-01-14 08:54:00","1.67","17850.0","France",""
"539582","22633","HAND WARMER UNION JACK","7","2010-12-05 16:17:00","2.2","14096.0","France","SUMMER10"
"539582","21730","GLASS STAR FROSTED T-LIGHT HOLDER","10","2010-12-05 16:17:00","4.63","14096.0","France","BULK5"
"539583","22752","SET 7 BABUSHKA NESTING BOXES","12","2010-12-07 16:14:00","8.01","12583.0","Germany","BULK5"
"539583","22632","HAND WARMER RED POLKA DOT","5","2010-12-07 16:14:00","1.82","12583.0","Germany",""
"539583","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","2","2010-12-07 16:14:00","3.31","12583.0","Germany","NEWCUST"
"539583","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","9","2010-12-07 16:14:00","3.88","12583.0","Germany","SUMMER10"
"539584","84029E","RED WOOLLY HOTTIE WHITE HEART","10","2011-01-19 08:45:00","3.88","15291.0","Germany","NEWCUST"
"539584","21730","GLASS STAR FROSTED T-LIGHT HOLDER","4","2011-01-19 08:45:00","4.43","15291.0","Germany","SUMMER10"
"539584","85099B","JUMBO BAG RED RETROSPOT","3","2011-01-19 08:45:00","1.85","15291.0","Germany","SUMMER10"
"539585","85099B","JUMBO BAG RED RETROSPOT","6","2011-01-19 08:01:00","1.88","13047.0","France",""
"539586","22752","SET 7 BABUSHKA NESTING BOXES","7","2010-12-28 14:48:00","8.06","12583.0","Belgium","SUMMER10"
"539586","84029E","RED WOOLLY HOTTIE WHITE HEART","3","2010-12-28 14:48:00","3.62","12583.0","Belgium","SUMMER10"
"539587","71053","WHITE METAL LANTERN","8","2010-12-28 15:57:00","3.52","15311.0","Netherlands","BULK5"
"539587","84029E","RED WOOLLY HOTTIE WHITE HEART","8","2010-12-28 15:57:00","3.43","15311.0","Netherlands","BULK5"
"539588","71053","WHITE METAL LANTERN","9","2011-01-18 12:40:00","3.67","13047.0","France",""
"539588","85099B","JUMBO BAG RED RETROSPOT","5","2011-01-18 12:40:00","1.97","13047.0","France",""
"539588","71053","WHITE METAL LANTERN","9","2011-01-18 12:40:00","3.61","13047.0","France","SUMMER10"
"539589","84406B","CREAM CUPID HEARTS COAT HANGER","8","2010-12-07 09:49:00","2.81","17850.0","Germany","SUMMER10"
"539589","85099B","JUMBO BAG RED RETROSPOT","6","2010-12-07 09:49:00","1.72","17850.0","Germany","NEWCUST"
"539590","84406B","CREAM CUPID HEARTS COAT HANGER","2","2010-12-03 14:47:00","2.87","13777.0","Belgium",""
"539590","21730","GLASS STAR FROSTED T-LIGHT HOLDER","12","2010-12-03 14:47:00","4.7","13777.0","Belgium",""
"539590","22633","HAND WARMER UNION JACK","10","2010-12-03 14:47:00","2.21","13777.0","Belgium",""
"539591","84029E","RED WOOLLY HOTTIE WHITE HEART","4","2010-12-21 15:40:00","3.59","15291.0","Germany",""
