"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"538781","71053","WHITE METAL LANTERN","10","2010-12-05 13:49:00","3.53","17809.0","Netherlands"
"538781","22632","HAND WARMER RED POLKA DOT","10","2010-12-05 13:49:00","2.01","17809.0","Netherlands"
"538781","20685","DOORMAT RED RETROSPOT","1","2010-12-05 13:49:00","7.53","17809.0","Netherlands"
"538782","84406B","CREAM CUPID HEARTS COAT HANGER","1","2011-01-17 16:52:00","3.15","17809.0","EIRE"
"538783","22633","HAND WARMER UNION JACK","11","2010-12-06 13:36:00","2.13","17850.0","EIRE"
"538783","84406B","CREAM CUPID HEARTS COAT HANGER","5","2010-12-06 13:36:00","2.74","17850.0","EIRE"
"538783","22632","HAND WARMER RED POLKA DOT","5","2010-12-06 13:36:00","2.21","17850.0","EIRE"
"538783","20685","DOORMAT RED RETROSPOT","4","2010-12-06 13:36:00","7.16","17850.0","EIRE"
"538784","47566","PARTY BUNTING","11","2010-12-27 16:03:00","5.16","14096.0","Australia"
"538784","84029E","RED WOOLLY HOTTIE WHITE HEART","7","2010-12-27 16:03:00","3.68","14096.0","Australia"
"538785","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","4","2010-12-03 12:00:00","3.84","15291.0","Germany"
"538786","20685","DOORMAT RED RETROSPOT","4","2011-01-25 11:28:00","7.2","17809.0","Germany"
"538787","84029E","RED WOOLLY HOTTIE WHITE HEART","5","2010-12-07 13:20:00","3.54","13777.0","Belgium"
"538787","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2010-12-07 13:20:00","2.6","13777.0","Belgium"
"538787","84406B","CREAM CUPID HEARTS COAT HANGER","7","2010-12-07 13:20:00","2.67","13777.0","Belgium"
"538787","21730","GLASS STAR FROSTED T-LIGHT HOLDER","8","2010-12-07 13:20:00","4.66","13777.0","Belgium"
"538788","22752","SET 7 BABUSHKA NESTING BOXES","12","2010-12-09 08:40:00","7.67","13777.0","France"
"538788","20685","DOORMAT RED RETROSPOT","5","2010-12-09 08:40:00","7.35","13777.0","France"
"538788","71053","WHITE METAL LANTERN","2","2010-12-09 08:40:00","3.65","13777.0","France"
"538788","84406B","CREAM CUPID HEARTS COAT HANGER","12","2010-12-09 08:40:00","2.97","13777.0","France"
"538789","22632","HAND WARMER RED POLKA DOT","6","2011-01-17 10:51:00","2.19","13777.0","Belgium"
"538789","84406B","CREAM CUPID HEARTS COAT HANGER","2","2011-01-17 10:51:00","3.18","13777.0","Belgium"
"538789","22752","SET 7 BABUSHKA NESTING BOXES","6","2011-01-17 10:51:00","7.98","13777.0","Belgium"
"538790","22752","SET 7 BABUSHKA NESTING BOXES","6","2011-01-13 15:29:00","7.88","17850.0","EIRE"
"538790","71053","WHITE METAL LANTERN","3","2011-01-13 15:29:00","3.52","17850.0","EIRE"
"538791","22633","HAND WARMER UNION JACK","11","2011-01-30 13:25:00","2.06","15311.0","Spain"
"538791","84029E","RED WOOLLY HOTTIE WHITE HEART","12","2011-01-30 13:25:00","3.53","15311.0","Spain"
"538791","22633","HAND WARMER UNION JACK","9","2011-01-30 13:25:00","2.12","15311.0","Spain"
"538791","85123A","WHITE HANGING HEART T-LIGHT HOLDER","8","2011-01-30 13:25:00","2.95","15311.0","Spain"
"538792","22633","HAND WARMER UNION JACK","6","2011-01-02 09:29:00","1.97","16029.0","Germany"
"538793","84406B","CREAM CUPID HEARTS COAT HANGER","6","2010-12-07 12:38:00","2.77","14606.0","Spain"
"538793","71053","WHITE METAL LANTERN","7","2010-12-07 12:38:00","3.84","14606.0","Spain"
"538794","47566","PARTY BUNTING","8","2011-01-19 13:42:00","5.01","15291.0","EIRE"
"538794","22633","HAND WARMER UNION JACK","7","2011-01-19 13:42:00","1.96","15291.0","EIRE"
"538795","84029E","RED WOOLLY HOTTIE WHITE HEART","12","2010-12-02 13:20:00","3.66","13777.0","United Kingdom"
"538795","85099B","JUMBO BAG RED RETROSPOT","12","2010-12-02 13:20:00","1.68","13777.0","United Kingdom"
"538795","84029E","RED WOOLLY HOTTIE WHITE HEART","4","2010-12-02 13:20:00","3.88","13777.0","United Kingdom"
"538796","21730","GLASS STAR FROSTED T-LIGHT HOLDER","10","2010-12-07 13:55:00","4.25","13777.0","Australia"
"538796","84406B","CREAM CUPID HEARTS COAT HANGER","12","2010-12-07 13:55:00","2.65","13777.0","Australia"
"538796","47566","PARTY BUNTING","5","2010-12-07 13:55:00","5.31","13777.0","Australia"
"538796","85123A","WHITE HANGING HEART T-LIGHT HOLDER","8","2010-12-07 13:55:00","2.69","13777.0","Australia"
"538797","47566","PARTY BUNTING","8","2010-12-23 11:23:00","5.13","13047.0","Spain"
"538797","85123A","WHITE HANGING HEART T-LIGHT HOLDER","11","2010-12-23 11:23:00","2.48","13047.0","Spain"
"538798","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","5","2010-12-30 15:54:00","3.66","14606.0","Netherlands"
"538799","22632","HAND WARMER RED POLKA DOT","8","2011-01-22 12:44:00","1.83","13047.0","EIRE"
"538799","22752","SET 7 BABUSHKA NESTING BOXES","6","2011-01-22 12:44:00","7.83","13047.0","EIRE"
"538799","22632","HAND WARMER RED POLKA DOT","6","2011-01-22 12:44:00","1.99","13047.0","EIRE"
"538800","71053","WHITE METAL LANTERN","7","2010-12-18 15:19:00","3.61","17809.0","EIRE"
"538801","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","3","2011-01-09 13:09:00","3.61","15311.0","Australia"
"538801","22752","SET 7 BABUSHKA NESTING BOXES","6","2011-01-09 13:09:00","7.88","15311.0","Australia"
"538801","85099B","JUMBO BAG RED RETROSPOT","12","2011-01-09 13:09:00","1.9","15311.0","Australia"
"538802","22632","HAND WARMER RED POLKA DOT","2","2010-12-20 15:23:00","2.14","16029.0","Australia"
"538802","21730","GLASS STAR FROSTED T-LIGHT HOLDER","1","2010-12-20 15:23:00","4.24","16029.0","Australia"
"538802","22632","HAND WARMER RED POLKA DOT","5","2010-12-20 15:23:00","2.13","16029.0","Australia"
"538803","20685","DOORMAT RED RETROSPOT","12","2010-12-11 11:13:00","7.37","14096.0","EIRE"
"538804","71053","WHITE METAL LANTERN","5","2010-12-20 08:29:00","3.53","17850.0","Australia"
"538804","47566","PARTY BUNTING","8","2010-12-20 08:29:00","5.23","17850.0","Australia"
"538804","71053","WHITE METAL LANTERN","5","2010-12-20 08:29:00","3.73","17850.0","Australia"
"538805","22752","SET 7 BABUSHKA NESTING BOXES","12","2010-12-19 09:35:00","7.74","15311.0","Australia"
"538805","22752","SET 7 BABUSHKA NESTING BOXES","1","2010-12-19 09:35:00","7.86","15311.0","Australia"
"538805","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","8","2010-12-19 09:35:00","3.85","15311.0","Australia"
"538805","22752","SET 7 BABUSHKA NESTING BOXES","12","2010-12-19 09:35:00","8.01","15311.0","Australia"
"538806","21730","GLASS STAR FROSTED T-LIGHT HOLDER","2","2010-12-02 11:38:00","4.16","13777.0","Germany"
"538807","85123A","WHITE HANGING HEART T-LIGHT HOLDER","2","2011-01-13 08:42:00","2.71","16029.0","Netherlands"
"538807","85123A","WHITE HANGING HEART T-LIGHT HOLDER","7","2011-01-13 08:42:00","2.73","16029.0","Netherlands"
"538807","85099B","JUMBO BAG RED RETROSPOT","5","2011-01-13 08:42:00","1.89","16029.0","Netherlands"
"538807","22633","HAND WARMER UNION JACK","9","2011-01-13 08:42:00","2.01","16029.0","Netherlands"
"538808","20685","DOORMAT RED RETROSPOT","3","2011-01-13 09:25:00","7.05","17809.0","Netherlands"
"538808","22752","SET 7 BABUSHKA NESTING BOXES","10","2011-01-13 09:25:00","8.04","17809.0","Netherlands"
"538809","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","7","2010-12-26 11:22:00","3.58","13777.0","Belgium"
"538809","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","6","2010-12-26 11:22:00","3.82","13777.0","Belgium"
"538810","84406B","CREAM CUPID HEARTS COAT HANGER","3","2011-01-01 08:29:00","2.97","17850.0","Belgium"
"538810","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","5","2011-01-01 08:29:00","3.76","17850.0","Belgium"
"538810","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","4","2011-01-01 08:29:00","3.77","17850.0","Belgium"
"538811","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","1","2010-12-01 09:17:00","3.65","16029.0","EIRE"
"538812","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","7","2011-01-10 12:39:00","3.53","13777.0","France"
"538812","85099B","JUMBO BAG RED RETROSPOT","4","2011-01-10 12:39:00","1.74","13777.0","France"
"538812","20685","DOORMAT RED RETROSPOT","12","2011-01-10 12:39:00","7.32","13777.0","France"
"538813","20685","DOORMAT RED RETROSPOT","11","2011-01-03 08:12:00","6.99","14606.0","Germany"
"538813","85123A","WHITE HANGING HEART T-LIGHT HOLDER","8","2011-01-03 08:12:00","2.85","14606.0","Germany"
"538813","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","6","2011-01-03 08:12:00","3.75","14606.0","Germany"
"538813","21730","GLASS STAR FROSTED T-LIGHT HOLDER","6","2011-01-03 08:12:00","4.49","14606.0","Germany"
"538814","22752","SET 7 BABUSHKA NESTING BOXES","3","2011-01-02 10:54:00","8.12","17850.0","Belgium"
"538814","85099B","JUMBO BAG RED RETROSPOT","7","2011-01-02 10:54:00","1.69","17850.0","Belgium"
"538815","22632","HAND WARMER RED POLKA DOT","7","2010-12-10 16:55:00","2.01","13047.0","Spain"
"538815","47566","PARTY BUNTING","2","2010-12-10 16:55:00","4.9","13047.0","Spain"
"538815","84406B","CREAM CUPID HEARTS COAT HANGER","11","2010-12-10 16:55:00","2.73","13047.0","Spain"
"538815","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","3","2010-12-10 16:55:00","3.34","13047.0","Spain"
"538816","71053","WHITE METAL LANTERN","10","2011-01-21 14:05:00","3.58","12583.0","Netherlands"
"538816","85099B","JUMBO BAG RED RETROSPOT","9","2011-01-21 14:05:00","1.89","12583.0","Netherlands"
"538817","22752","SET 7 BABUSHKA NESTING BOXES","8","2011-01-25 12:25:00","8.13","16029.0","Netherlands"
"538817","85099B","JUMBO BAG RED RETROSPOT","11","2011-01-25 12:25:00","1.71","16029.0","Netherlands"
"538818","84029E","RED WOOLLY HOTTIE WHITE HEART","2","2010-12-24 13:17:00","3.36","12583.0","EIRE"
"538818","71053","WHITE METAL LANTERN","12","2010-12-24 13:17:00","3.61","12583.0","EIRE"
"538818","20685","DOORMAT RED RETROSPOT","6","2010-12-24 13:17:00","7.03","12583.0","EIRE"
"538819","22752","SET 7 BABUSHKA NESTING BOXES","3","2011-01-02 08:43:00","7.58","15311.0","Australia"
"538819","22632","HAND WARMER RED POLKA DOT","11","2011-01-02 08:43:00","2.14","15311.0","Australia"
"538819","71053","WHITE METAL LANTERN","12","2011-01-02 08:43:00","3.65","15311.0","Australia"
"538819","22633","HAND WARMER UNION JACK","12","2011-01-02 08:43:00","2.01","15311.0","Australia"
"538820","22633","HAND WARMER UNION JACK","2","2011-01-19 12:55:00","1.91","15291.0","Germany"
"538820","85099B","JUMBO BAG RED RETROSPOT","3","2011-01-19 12:55:00","1.65","15291.0","Germany"
"538820","71053","WHITE METAL LANTERN","5","2011-01-19 12:55:00","3.69","15291.0","Germany"
"538821","71053","WHITE METAL LANTERN","2","2010-12-21 12:03:00","3.4","15311.0","EIRE"
"538821","84406B","CREAM CUPID HEARTS COAT HANGER","9","2010-12-21 12:03:00","2.77","15311.0","EIRE"
"538822","21730","GLASS STAR FROSTED T-LIGHT HOLDER","5","2010-12-01 16:30:00","4.43","15311.0","United Kingdom"
"538822","22633","HAND WARMER UNION JACK","1","2010-12-01 16:30:00","2.19","15311.0","United Kingdom"
"538822","85123A","WHITE HANGING HEART T-LIGHT HOLDER","7","2010-12-01 16:30:00","2.85","15311.0","United Kingdom"
"538822","22633","HAND WARMER UNION JACK","7","2010-12-01 16:30:00","1.82","15311.0","United Kingdom"
"538823","22633","HAND WARMER UNION JACK","7","2010-12-10 13:00:00","2.14","14096.0","Australia"
"538823","20685","DOORMAT RED RETROSPOT","2","2010-12-10 13:00:00","7.36","14096.0","Australia"
"538824","22632","HAND WARMER RED POLKA DOT","9","2010-12-10 08:18:00","2.26","13777.0","Germany"
"538824","21730","GLASS STAR FROSTED T-LIGHT HOLDER","9","2010-12-10 08:18:00","4.18","13777.0","Germany"
"538825","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","11","2010-12-25 11:02:00","3.39","15291.0","Germany"
"538825","84029E","RED WOOLLY HOTTIE WHITE HEART","11","2010-12-25 11:02:00","3.49","15291.0","Germany"
"538825","21730","GLASS STAR FROSTED T-LIGHT HOLDER","5","2010-12-25 11:02:00","4.52","15291.0","Germany"
"538826","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2011-01-07 09:25:00","2.88","13047.0","Spain"
"538826","85099B","JUMBO BAG RED RETROSPOT","4","2011-01-07 09:25:00","1.92","13047.0","Spain"
"538826","85123A","WHITE HANGING HEART T-LIGHT HOLDER","7","2011-01-07 09:25:00","2.92","13047.0","Spain"
"538826","84029E","RED WOOLLY HOTTIE WHITE HEART","10","2011-01-07 09:25:00","3.31","13047.0","Spain"
"538827","85099B","JUMBO BAG RED RETROSPOT","2","2010-12-20 10:21:00","1.97","15311.0","United Kingdom"
"538827","47566","PARTY BUNTING","8","2010-12-20 10:21:00","5.26","15311.0","United Kingdom"
"538827","71053","WHITE METAL LANTERN","9","2010-12-20 10:21:00","3.33","15311.0","United Kingdom"
"538827","22752","SET 7 BABUSHKA NESTING BOXES","9","2010-12-20 10:21:00","7.89","15311.0","United Kingdom"
"538828","85123A","WHITE HANGING HEART T-LIGHT HOLDER","8","2010-12-10 14:29:00","2.62","15291.0","Belgium"
"538828","71053","WHITE METAL LANTERN","6","2010-12-10 14:29:00","3.84","15291.0","Belgium"
"538829","22752","SET 7 BABUSHKA NESTING BOXES","3","2011-01-16 10:49:00","7.79","14096.0","EIRE"
"538830","20685","DOORMAT RED RETROSPOT","1","2010-12-08 14:36:00","7.31","12583.0","France"
"538831","47566","PARTY BUNTING","4","2011-01-02 08:09:00","4.97","14606.0","Netherlands"
"538831","22752","SET 7 BABUSHKA NESTING BOXES","9","2011-01-02 08:09:00","7.69","14606.0","Netherlands"
"538831","22632","HAND WARMER RED POLKA DOT","5","2011-01-02 08:09:00","1.87","14606.0","Netherlands"
"538831","47566","PARTY BUNTING","11","2011-01-02 08:09:00","4.9","14606.0","Netherlands"
"538832","71053","WHITE METAL LANTERN","8","2010-12-16 13:54:00","3.48","13777.0","Netherlands"
"538832","84029E","RED WOOLLY HOTTIE WHITE HEART","7","2010-12-16 13:54:00","3.63","13777.0","Netherlands"
"538832","20685","DOORMAT RED RETROSPOT","12","2010-12-16 13:54:00","7.19","13777.0","Netherlands"
"538832","85123A","WHITE HANGING HEART T-LIGHT HOLDER","3","2010-12-16 13:54:00","2.89","13777.0","Netherlands"
"538833","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","2","2010-12-10 16:15:00","3.63","13047.0","United Kingdom"
"538833","22752","SET 7 BABUSHKA NESTING BOXES","9","2010-12-10 16:15:00","8.12","13047.0","United Kingdom"
"538833","47566","PARTY BUNTING","12","2010-12-10 16:15:00","5.14","13047.0","United Kingdom"
"538834","22633","HAND WARMER UNION JACK","8","2011-01-21 15:06:00","1.8","17809.0","EIRE"
"538835","22632","HAND WARMER RED POLKA DOT","8","2010-12-03 13:26:00","2.29","15311.0","United Kingdom"
"538835","47566","PARTY BUNTING","5","2010-12-03 13:26:00","4.89","15311.0","United Kingdom"
"538835","84029E","RED WOOLLY HOTTIE WHITE HEART","12","2010-12-03 13:26:00","3.52","15311.0","United Kingdom"
"538835","22752","SET 7 BABUSHKA NESTING BOXES","2","2010-12-03 13:26:00","8.13","15311.0","United Kingdom"
"538836","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","8","2011-01-07 13:13:00","3.52","15291.0","EIRE"
"538836","84029E","RED WOOLLY HOTTIE WHITE HEART","2","2011-01-07 13:13:00","3.74","15291.0","EIRE"
"538836","22633","HAND WARMER UNION JACK","7","2011-01-07 13:13:00","2.02","15291.0","EIRE"
"538837","84029E","RED WOOLLY HOTTIE WHITE HEART","6","2010-12-25 12:14:00","3.86","17850.0","United Kingdom"
"538837","85099B","JUMBO BAG RED RETROSPOT","12","2010-12-25 12:14:00","2.11","17850.0","United Kingdom"
"538837","20685","DOORMAT RED RETROSPOT","8","2010-12-25 12:14:00","7.39","17850.0","United Kingdom"
"538837","85099B","JUMBO BAG RED RETROSPOT","4","2010-12-25 12:14:00","2.06","17850.0","United Kingdom"
"538838","84029E","RED WOOLLY HOTTIE WHITE HEART","10","2010-12-15 11:11:00","3.76","17850.0","EIRE"
"538838","20685","DOORMAT RED RETROSPOT","12","2010-12-15 11:11:00","7.42","17850.0","EIRE"
"538838","22752","SET 7 BABUSHKA NESTING BOXES","8","2010-12-15 11:11:00","8.09","17850.0","EIRE"
"538838","84029E","RED WOOLLY HOTTIE WHITE HEART","6","2010-12-15 11:11:00","3.36","17850.0","EIRE"
"538839","85123A","WHITE HANGING HEART T-LIGHT HOLDER","10","2010-12-18 16:54:00","2.63","15291.0","Spain"
"538840","21730","GLASS STAR FROSTED T-LIGHT HOLDER","1","2011-01-04 09:22:00","4.66","13047.0","EIRE"
"538840","84029E","RED WOOLLY HOTTIE WHITE HEART","3","2011-01-04 09:22:00","3.58","13047.0","EIRE"
"538840","22633","HAND WARMER UNION JACK","10","2011-01-04 09:22:00","2.22","13047.0","EIRE"
"538840","47566","PARTY BUNTING","6","2011-01-04 09:22:00","5.34","13047.0","EIRE"
"538841","71053","WHITE METAL LANTERN","1","2011-01-23 09:06:00","3.58","14096.0","Australia"
"538841","47566","PARTY BUNTING","8","2011-01-23 09:06:00","5.09","14096.0","Australia"
"538841","22633","HAND WARMER UNION JACK","6","2011-01-23 09:06:00","1.92","14096.0","Australia"
"538842","47566","PARTY BUNTING","8","2010-12-30 10:32:00","4.94","17809.0","Belgium"
"538842","21730","GLASS STAR FROSTED T-LIGHT HOLDER","11","2010-12-30 10:32:00","4.5","17809.0","Belgium"
"538842","84029E","RED WOOLLY HOTTIE WHITE HEART","9","2010-12-30 10:32:00","3.49","17809.0","Belgium"
"538843","85099B","JUMBO BAG RED RETROSPOT","7","2010-12-01 16:16:00","1.87","16029.0","EIRE"
"538844","20685","DOORMAT RED RETROSPOT","10","2011-01-23 14:24:00","7.42","17850.0","Belgium"
"538844","84406B","CREAM CUPID HEARTS COAT HANGER","11","2011-01-23 14:24:00","3.08","17850.0","Belgium"
"538844","21730","GLASS STAR FROSTED T-LIGHT HOLDER","2","2011-01-23 14:24:00","4.28","17850.0","Belgium"
"538845","22633","HAND WARMER UNION JACK","8","2010-12-31 08:39:00","2.28","15291.0","Belgium"
"538845","22633","HAND WARMER UNION JACK","10","2010-12-31 08:39:00","1.97","15291.0","Belgium"
"538846","21730","GLASS STAR FROSTED T-LIGHT HOLDER","4","2011-01-06 14:09:00","4.45","16029.0","EIRE"
"538847","22633","HAND WARMER UNION JACK","4","2011-01-12 09:03:00","2.34","13047.0","Australia"
"538847","71053","WHITE METAL LANTERN","3","2011-01-12 09:03:00","3.62","13047.0","Australia"
"538848","22632","HAND WARMER RED POLKA DOT","11","2011-01-12 08:26:00","2.3","12583.0","France"
"538848","84029E","RED WOOLLY HOTTIE WHITE HEART","4","2011-01-12 08:26:00","3.39","12583.0","France"
"538848","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","11","2011-01-12 08:26:00","3.85","12583.0","France"
"538848","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","1","2011-01-12 08:26:00","3.76","12583.0","France"
"538849","21730","GLASS STAR FROSTED T-LIGHT HOLDER","12","2010-12-18 14:01:00","4.68","14606.0","EIRE"
"538849","21730","GLASS STAR FROSTED T-LIGHT HOLDER","10","2010-12-18 14:01:00","4.74","14606.0","EIRE"
"538850","84406B","CREAM CUPID HEARTS COAT HANGER","4","2010-12-26 13:41:00","2.85","17850.0","EIRE"
"538850","22632","HAND WARMER RED POLKA DOT","7","2010-12-26 13:41:00","1.94","17850.0","EIRE"
"538850","84406B","CREAM CUPID HEARTS COAT HANGER","10","2010-12-26 13:41:00","2.83","17850.0","EIRE"
"538851","21730","GLASS STAR FROSTED T-LIGHT HOLDER","5","2010-12-31 08:02:00","4.3","15311.0","Netherlands"
"538851","22632","HAND WARMER RED POLKA DOT","6","2010-12-31 08:02:00","1.92","15311.0","Netherlands"
"538852","85099B","JUMBO BAG RED RETROSPOT","9","2010-12-07 09:37:00","2.02","15311.0","Netherlands"
"538852","84029E","RED WOOLLY HOTTIE WHITE HEART","3","2010-12-07 09:37:00","3.51","15311.0","Netherlands"
"538852","84029E","RED WOOLLY HOTTIE WHITE HEART","3","2010-12-07 09:37:00","3.61","15311.0","Netherlands"
"538852","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2010-12-07 09:37:00","2.6","15311.0","Netherlands"
"538853","85123A","WHITE HANGING HEART T-LIGHT HOLDER","8","2010-12-09 13:21:00","2.78","14606.0","Belgium"
"538853","21730","GLASS STAR FROSTED T-LIGHT HOLDER","9","2010-12-09 13:21:00","4.47","14606.0","Belgium"
"538853","22633","HAND WARMER UNION JACK","9","2010-12-09 13:21:00","1.99","14606.0","Belgium"
"538853","85099B","JUMBO BAG RED RETROSPOT","3","2010-12-09 13:21:00","1.58","14606.0","Belgium"
"538854","22633","HAND WARMER UNION JACK","1","2010-12-16 09:58:00","2.29","13047.0","France"
"538854","71053","WHITE METAL LANTERN","10","2010-12-16 09:58:00","3.87","13047.0","France"
"538855","47566","PARTY BUNTING","11","2011-01-29 11:37:00","4.93","14096.0","Belgium"
"538855","22633","HAND WARMER UNION JACK","10","2011-01-29 11:37:00","2.06","14096.0","Belgium"
"538855","22633","HAND WARMER UNION JACK","3","2011-01-29 11:37:00","2.3","14096.0","Belgium"
"538856","84029E","RED WOOLLY HOTTIE WHITE HEART","10","2010-12-17 10:51:00","3.51","13047.0","EIRE"
"538856","21730","GLASS STAR FROSTED T-LIGHT HOLDER","3","2010-12-17 10:51:00","4.5","13047.0","EIRE"
"538856","71053","WHITE METAL LANTERN","8","2010-12-17 10:51:00","3.84","13047.0","EIRE"
"538856","47566","PARTY BUNTING","7","2010-12-17 10:51:00","5.04","13047.0","EIRE"
"538857","84406B","CREAM CUPID HEARTS COAT HANGER","9","2010-12-16 11:48:00","2.98","17850.0","Belgium"
"538858","20685","DOORMAT RED RETROSPOT","1","2010-12-02 13:05:00","7.09","17850.0","Australia"
"538859","85123A","WHITE HANGING HEART T-LIGHT HOLDER","3","2011-01-13 09:09:00","2.86","17809.0","Spain"
"538859","20685","DOORMAT RED RETROSPOT","12","2011-01-13 09:09:00","7.37","17809.0","Spain"
"538859","85123A","WHITE HANGING HEART T-LIGHT HOLDER","2","2011-01-13 09:09:00","2.88","17809.0","Spain"
"538859","22633","HAND WARMER UNION JACK","6","2011-01-13 09:09:00","1.93","17809.0","Spain"
"538860","47566","PARTY BUNTING","3","2010-12-18 16:31:00","5.25","14096.0","Germany"
"538860","20685","DOORMAT RED RETROSPOT","2","2010-12-18 16:31:00","7.01","14096.0","Germany"
"538860","84029E","RED WOOLLY HOTTIE WHITE HEART","7","2010-12-18 16:31:00","3.54","14096.0","Germany"
"538861","84406B","CREAM CUPID HEARTS COAT HANGER","7","2011-01-19 09:22:00","3.06","17850.0","Netherlands"
"538861","47566","PARTY BUNTING","8","2011-01-19 09:22:00","5.0","17850.0","Netherlands"
"538861","84406B","CREAM CUPID HEARTS COAT HANGER","1","2011-01-19 09:22:00","2.79","17850.0","Netherlands"
"538861","20685","DOORMAT RED RETROSPOT","7","2011-01-19 09:22:00","7.01","17850.0","Netherlands"
"538862","85123A","WHITE HANGING HEART T-LIGHT HOLDER","10","2011-01-29 11:12:00","3.03","15291.0","Spain"
"538862","22632","HAND WARMER RED POLKA DOT","8","2011-01-29 11:12:00","1.84","15291.0","Spain"
"538862","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","12","2011-01-29 11:12:00","3.62","15291.0","Spain"
"538863","84029E","RED WOOLLY HOTTIE WHITE HEART","6","2010-12-04 09:55:00","3.56","14096.0","United Kingdom"
"538863","47566","PARTY BUNTING","3","2010-12-04 09:55:00","4.99","14096.0","United Kingdom"
"538863","21730","GLASS STAR FROSTED T-LIGHT HOLDER","8","2010-12-04 09:55:00","4.2","14096.0","United Kingdom"
"538863","20685","DOORMAT RED RETROSPOT","11","2010-12-04 09:55:00","7.3","14096.0","United Kingdom"
"538864","20685","DOORMAT RED RETROSPOT","2","2010-12-07 13:02:00","7.32","17850.0","Australia"
"538865","71053","WHITE METAL LANTERN","10","2010-12-02 10:22:00","3.37","12583.0","Australia"
"538865","71053","WHITE METAL LANTERN","9","2010-12-02 10:22:00","3.38","12583.0","Australia"
"538865","20685","DOORMAT RED RETROSPOT","12","2010-12-02 10:22:00","7.19","12583.0","Australia"
"538865","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","4","2010-12-02 10:22:00","3.71","12583.0","Australia"
"538866","22633","HAND WARMER UNION JACK","10","2011-01-06 11:48:00","1.95","14606.0","United Kingdom"
"538866","84406B","CREAM CUPID HEARTS COAT HANGER","10","2011-01-06 11:48:00","3.2","14606.0","United Kingdom"
"538866","22752","SET 7 BABUSHKA NESTING BOXES","9","2011-01-06 11:48:00","8.13","14606.0","United Kingdom"
"538866","85099B","JUMBO BAG RED RETROSPOT","6","2011-01-06 11:48:00","2.1","14606.0","United Kingdom"
"538867","47566","PARTY BUNTING","11","2011-01-23 11:51:00","5.12","14096.0","Germany"
"538868","22633","HAND WARMER UNION JACK","5","2011-01-27 15:21:00","2.17","17850.0","France"
"538868","71053","WHITE METAL LANTERN","5","2011-01-27 15:21:00","3.84","17850.0","France"
"538868","84029E","RED WOOLLY HOTTIE WHITE HEART","9","2011-01-27 15:21:00","3.78","17850.0","France"
"538869","47566","PARTY BUNTING","2","2010-12-25 10:22:00","5.16","12583.0","Belgium"
"538869","22632","HAND WARMER RED POLKA DOT","4","2010-12-25 10:22:00","2.17","12583.0","Belgium"
"538870","22633","HAND WARMER UNION JACK","4","2011-01-30 15:46:00","2.21","16029.0","Spain"
"538870","85099B","JUMBO BAG RED RETROSPOT","7","2011-01-30 15:46:00","1.97","16029.0","Spain"
"538871","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","11","2011-01-26 12:19:00","3.47","12583.0","Australia"
"538871","85099B","JUMBO BAG RED RETROSPOT","6","2011-01-26 12:19:00","2.07","12583.0","Australia"
"538871","47566","PARTY BUNTING","8","2011-01-26 12:19:00","5.16","12583.0","Australia"
"538871","84406B","CREAM CUPID HEARTS COAT HANGER","10","2011-01-26 12:19:00","3.23","12583.0","Australia"
"538872","21730","GLASS STAR FROSTED T-LIGHT HOLDER","12","2010-12-08 13:57:00","4.66","13777.0","Netherlands"
"538872","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","9","2010-12-08 13:57:00","3.81","13777.0","Netherlands"
"538872","85099B","JUMBO BAG RED RETROSPOT","1","2010-12-08 13:57:00","2.05","13777.0","Netherlands"
"538872","47566","PARTY BUNTING","10","2010-12-08 13:57:00","4.88","13777.0","Netherlands"
"538873","84029E","RED WOOLLY HOTTIE WHITE HEART","3","2011-01-11 08:41:00","3.47","15291.0","Spain"
"538873","47566","PARTY BUNTING","7","2011-01-11 08:41:00","5.43","15291.0","Spain"
"538874","71053","WHITE METAL LANTERN","7","2010-12-19 08:38:00","3.71","16029.0","United Kingdom"
